Brand,KPI Name,KPI Unit,Month of Date,Year of Date,This Period Value
Freakmount,Repeat Rate,%,January,2023,8.394160584
Freakmount,Repeat Rate,%,January,2024,10.412147505
Freakmount,Repeat Rate,%,January,2025,11.519607843
Freakmount,Email Click Rate,%,January,2021,0
Freakmount,Email Click Rate,%,January,2022,474
Freakmount,Email Click Rate,%,January,2023,"1,197"
Freakmount,Email Click Rate,%,January,2024,"1,701"
Freakmount,Email Click Rate,%,January,2025,"182,934"
Freakmount,Email Click Through Rate,%,January,2021,0
Freakmount,Email Click Through Rate,%,January,2022,293
Freakmount,Email Click Through Rate,%,January,2023,"1,545"
Freakmount,Email Click Through Rate,%,January,2024,"2,645"
Freakmount,Email Click Through Rate,%,January,2025,"54,148"
Freakmount,Email Open Rate,%,January,2021,0
Freakmount,Email Open Rate,%,January,2022,579
Freakmount,Email Open Rate,%,January,2023,"1,680"
Freakmount,Email Open Rate,%,January,2024,"4,252"
Freakmount,Email Open Rate,%,January,2025,"235,158"
Freakmount,% Cross-Sell Customers,%,January,2021,5.699481865
Freakmount,% Cross-Sell Customers,%,January,2022,3.940886700
Freakmount,% Cross-Sell Customers,%,January,2023,6.730769231
Freakmount,% Cross-Sell Customers,%,January,2024,6.896551724
Freakmount,% Cross-Sell Customers,%,January,2025,5.882352941
Freakmount,ACOS,%,January,2021,
Freakmount,ACOS,%,January,2022,45.299823561
Freakmount,ACOS,%,January,2023,136.809162605
Freakmount,ACOS,%,January,2024,53.621759994
Freakmount,ACOS,%,January,2025,69.271934453
Freakmount,Contact Rate,%,January,2021,0
Freakmount,Contact Rate,%,January,2022,0
Freakmount,Contact Rate,%,January,2023,54.377880184
Freakmount,Contact Rate,%,January,2024,78.991596639
Freakmount,Contact Rate,%,January,2025,52.459016393
Freakmount,Conversion Rate,%,January,2021,3.218848515
Freakmount,Conversion Rate,%,January,2022,3.028571429
Freakmount,Conversion Rate,%,January,2023,2.251504462
Freakmount,Conversion Rate,%,January,2024,1.708528037
Freakmount,Conversion Rate,%,January,2025,2.030963875
Freakmount,CSAT Score,%,January,2021,
Freakmount,CSAT Score,%,January,2022,
Freakmount,CSAT Score,%,January,2023,84.615384615
Freakmount,CSAT Score,%,January,2024,83.333333333
Freakmount,CSAT Score,%,January,2025,66.666666667
Go Green,TACOS,%,January,2021,35.478472580
Go Green,TACOS,%,January,2022,0
Go Green,TACOS,%,January,2023,0
Go Green,TACOS,%,January,2024,0
Go Green,TACOS,%,January,2025,0
Go Green,Repeat Rate,%,January,2021,
Go Green,Repeat Rate,%,January,2022,
Go Green,Repeat Rate,%,January,2023,0
Go Green,Repeat Rate,%,January,2024,19.900497512
Go Green,Repeat Rate,%,January,2025,22.916666667
Go Green,% Cross-Sell Customers,%,January,2021,
Go Green,% Cross-Sell Customers,%,January,2022,
Go Green,% Cross-Sell Customers,%,January,2023,
Go Green,% Cross-Sell Customers,%,January,2024,
Go Green,% Cross-Sell Customers,%,January,2025,
Go Green,ACOS,%,January,2021,
Go Green,ACOS,%,January,2022,
Go Green,ACOS,%,January,2023,
Go Green,Conversion Rate,%,January,2021,0
Go Green,Conversion Rate,%,January,2022,0
Gravity,TACOS,%,January,2021,10.151095871
Gravity,TACOS,%,January,2022,10.312422671
Gravity,TACOS,%,January,2023,21.377904979
Gravity,TACOS,%,January,2024,9.142300500
Gravity,TACOS,%,January,2025,7.229248353
Gravity,Repeat Rate,%,January,2021,
Gravity,Repeat Rate,%,January,2022,
Gravity,Repeat Rate,%,January,2023,17.282196970
Gravity,Repeat Rate,%,January,2024,13.131313131
Gravity,Repeat Rate,%,January,2025,9.192065796
Gravity,Email Click Rate,%,January,2021,0
Gravity,Email Click Rate,%,January,2022,0
Gravity,Email Click Rate,%,January,2023,0
Gravity,Email Click Rate,%,January,2024,"12,610"
Gravity,Email Click Rate,%,January,2025,"1,246,816"
Gravity,Email Click Through Rate,%,January,2021,0
Gravity,Email Click Through Rate,%,January,2022,0
Gravity,Email Click Through Rate,%,January,2023,0
Gravity,Email Click Through Rate,%,January,2024,"72,226"
Gravity,Email Click Through Rate,%,January,2025,"485,032"
Gravity,Email Open Rate,%,January,2021,0
Gravity,Email Open Rate,%,January,2022,0
Gravity,Email Open Rate,%,January,2023,0
Gravity,Email Open Rate,%,January,2024,"80,292"
Gravity,Email Open Rate,%,January,2025,"1,686,220"
Gravity,% Cross-Sell Customers,%,January,2021,4.396371249
Gravity,% Cross-Sell Customers,%,January,2022,5.914870094
Gravity,% Cross-Sell Customers,%,January,2023,7.5
Gravity,% Cross-Sell Customers,%,January,2024,10.689170183
Gravity,% Cross-Sell Customers,%,January,2025,15.786666667
Gravity,ACOS,%,January,2021,
Gravity,ACOS,%,January,2022,
Gravity,ACOS,%,January,2023,22.310505155
Gravity,ACOS,%,January,2024,15.942485678
Gravity,ACOS,%,January,2025,49.230580180
Gravity,Conversion Rate,%,January,2021,
Gravity,Conversion Rate,%,January,2022,
Gravity,Conversion Rate,%,January,2023,1.213543474
Gravity,Conversion Rate,%,January,2024,1.585380140
Gravity,Conversion Rate,%,January,2025,1.653571923
Homesick,TACOS,%,January,2021,10.978382565
Homesick,TACOS,%,January,2022,16.327409618
Homesick,TACOS,%,January,2023,30.172066435
Homesick,TACOS,%,January,2024,15.564945801
Homesick,TACOS,%,January,2025,48.588675279
Homesick,Repeat Rate,%,January,2021,
Homesick,Repeat Rate,%,January,2022,
Homesick,Repeat Rate,%,January,2023,34.729826232
Homesick,Repeat Rate,%,January,2024,21.142804223
Homesick,Repeat Rate,%,January,2025,24.610530467
Homesick,Email Click Rate,%,January,2021,0
Homesick,Email Click Rate,%,January,2022,0
Homesick,Email Click Rate,%,January,2023,0
Homesick,Email Click Rate,%,January,2024,"7,272,537"
Homesick,Email Click Rate,%,January,2025,"8,013,584"
Homesick,Email Click Through Rate,%,January,2021,0
Homesick,Email Click Through Rate,%,January,2022,0
Homesick,Email Click Through Rate,%,January,2023,0
Homesick,Email Click Through Rate,%,January,2024,"5,508,170"
Homesick,Email Click Through Rate,%,January,2025,"5,090,513"
Homesick,Email Open Rate,%,January,2021,0
Homesick,Email Open Rate,%,January,2022,0
Homesick,Email Open Rate,%,January,2023,0
Homesick,Email Open Rate,%,January,2024,"12,675,553"
Homesick,Email Open Rate,%,January,2025,"13,030,029"
Homesick,% Cross-Sell Customers,%,January,2021,5.280657148
Homesick,% Cross-Sell Customers,%,January,2022,5.390334572
Homesick,% Cross-Sell Customers,%,January,2023,7.232316105
Homesick,% Cross-Sell Customers,%,January,2024,6.681034483
Homesick,% Cross-Sell Customers,%,January,2025,7.976071785
Homesick,ACOS,%,January,2021,
Homesick,ACOS,%,January,2022,
Homesick,ACOS,%,January,2023,15.404149627
Homesick,ACOS,%,January,2024,30.912311716
Homesick,ACOS,%,January,2025,84.144513800
Homesick,Conversion Rate,%,January,2021,
Homesick,Conversion Rate,%,January,2022,
Homesick,Conversion Rate,%,January,2023,2.233271168
Homesick,Conversion Rate,%,January,2024,1.598057113
Homesick,Conversion Rate,%,January,2025,2.291848300
Kana,TACOS,%,January,2021,18.650651063
Kana,TACOS,%,January,2022,9.230050290
Kana,TACOS,%,January,2023,7.038932908
Kana,TACOS,%,January,2024,4.923345188
Kana,TACOS,%,January,2025,15.091255698
Kana,Repeat Rate,%,January,2021,
Kana,Repeat Rate,%,January,2022,
Kana,Repeat Rate,%,January,2023,22.516556291
Kana,Repeat Rate,%,January,2024,31.150442478
Kana,Repeat Rate,%,January,2025,30.722891566
Kana,Email Click Rate,%,January,2021,"515,607"
Kana,Email Click Rate,%,January,2022,570
Kana,Email Click Rate,%,January,2023,"214,498"
Kana,Email Click Rate,%,January,2024,"142,365"
Kana,Email Click Rate,%,January,2025,"133,789"
Kana,Email Click Through Rate,%,January,2021,"53,772"
Kana,Email Click Through Rate,%,January,2022,"2,032"
Kana,Email Click Through Rate,%,January,2023,"155,157"
Kana,Email Click Through Rate,%,January,2024,"72,268"
Kana,Email Click Through Rate,%,January,2025,"80,673"
Kana,Email Open Rate,%,January,2021,"563,637"
Kana,Email Open Rate,%,January,2022,"2,550"
Kana,Email Open Rate,%,January,2023,"366,667"
Kana,Email Open Rate,%,January,2024,"212,127"
Kana,Email Open Rate,%,January,2025,"213,000"
Kana,% Cross-Sell Customers,%,January,2021,5.217391304
Kana,% Cross-Sell Customers,%,January,2022,6.787330317
Kana,% Cross-Sell Customers,%,January,2023,7.051282051
Kana,% Cross-Sell Customers,%,January,2024,8.196721311
Kana,% Cross-Sell Customers,%,January,2025,16.513761468
Kana,ACOS,%,January,2021,29.583742833
Kana,ACOS,%,January,2022,10.364479114
Kana,ACOS,%,January,2023,11.385971465
Kana,ACOS,%,January,2024,12.777709583
Kana,ACOS,%,January,2025,30.665947008
Kana,Contact Rate,%,January,2021,0
Kana,Contact Rate,%,January,2022,0
Kana,Contact Rate,%,January,2023,108.196721311
Kana,Contact Rate,%,January,2024,104.301075269
Kana,Contact Rate,%,January,2025,55.636363636
Kana,Conversion Rate,%,January,2021,0.777784719
Kana,Conversion Rate,%,January,2022,0.923675255
Kana,Conversion Rate,%,January,2023,0.713895607
Kana,Conversion Rate,%,January,2024,0.870324734
Kana,Conversion Rate,%,January,2025,0.813861906
Kana,CSAT Score,%,January,2021,
Kana,CSAT Score,%,January,2022,
Kana,CSAT Score,%,January,2023,66.666666667
Kana,CSAT Score,%,January,2024,73.684210526
Kana,CSAT Score,%,January,2025,62.5
Loctote,TACOS,%,January,2021,35.618903974
Loctote,TACOS,%,January,2022,26.642835625
Loctote,TACOS,%,January,2023,61.911729033
Loctote,TACOS,%,January,2024,14.005666093
Loctote,TACOS,%,January,2025,17.005980614
Loctote,Repeat Rate,%,January,2021,
Loctote,Repeat Rate,%,January,2022,
Loctote,Repeat Rate,%,January,2023,11.604095563
Loctote,Repeat Rate,%,January,2024,18.009478673
Loctote,Repeat Rate,%,January,2025,31.147540984
Loctote,Email Click Rate,%,January,2021,"880,844"
Loctote,Email Click Rate,%,January,2022,"43,632"
Loctote,Email Click Rate,%,January,2023,"4,065"
Loctote,Email Click Rate,%,January,2024,"140,582"
Loctote,Email Click Rate,%,January,2025,"635,237"
Loctote,Email Click Through Rate,%,January,2021,"110,596"
Loctote,Email Click Through Rate,%,January,2022,"16,362"
Loctote,Email Click Through Rate,%,January,2023,"14,573"
Loctote,Email Click Through Rate,%,January,2024,"79,632"
Loctote,Email Click Through Rate,%,January,2025,"273,523"
Loctote,Email Open Rate,%,January,2021,"982,820"
Loctote,Email Open Rate,%,January,2022,"58,594"
Loctote,Email Open Rate,%,January,2023,"16,860"
Loctote,Email Open Rate,%,January,2024,"217,786"
Loctote,Email Open Rate,%,January,2025,"903,634"
Loctote,% Cross-Sell Customers,%,January,2021,4.255319149
Loctote,% Cross-Sell Customers,%,January,2022,8.695652174
Loctote,% Cross-Sell Customers,%,January,2023,9.090909091
Loctote,% Cross-Sell Customers,%,January,2024,6.976744186
Loctote,% Cross-Sell Customers,%,January,2025,6.451612903
Loctote,ACOS,%,January,2021,140.099626481
Loctote,ACOS,%,January,2022,28.754918439
Loctote,ACOS,%,January,2023,94.697110210
Loctote,ACOS,%,January,2024,37.850035212
Loctote,ACOS,%,January,2025,37.387096658
Loctote,Contact Rate,%,January,2021,0
Loctote,Contact Rate,%,January,2022,0
Loctote,Contact Rate,%,January,2023,135.714285714
Loctote,Contact Rate,%,January,2024,257.777777778
Loctote,Contact Rate,%,January,2025,339.0625
Loctote,Conversion Rate,%,January,2021,0.737156466
Loctote,Conversion Rate,%,January,2022,0.569379063
Loctote,Conversion Rate,%,January,2023,0.815505190
Loctote,Conversion Rate,%,January,2024,0.825688073
Loctote,Conversion Rate,%,January,2025,0.591934887
Loctote,CSAT Score,%,January,2021,
Loctote,CSAT Score,%,January,2022,
Loctote,CSAT Score,%,January,2023,58.333333333
Loctote,CSAT Score,%,January,2024,62.5
Loctote,CSAT Score,%,January,2025,71.428571429
Love Your Melon,TACOS,%,January,2021,2.119016778
Love Your Melon,TACOS,%,January,2022,2.355128888
Love Your Melon,TACOS,%,January,2023,28.065007376
Love Your Melon,TACOS,%,January,2024,27.201862750
Love Your Melon,TACOS,%,January,2025,28.225692273
Love Your Melon,Repeat Rate,%,January,2021,
Love Your Melon,Repeat Rate,%,January,2022,
Love Your Melon,Repeat Rate,%,January,2023,43.940191639
Love Your Melon,Repeat Rate,%,January,2024,46.198145437
Love Your Melon,Repeat Rate,%,January,2025,42.312461252
Love Your Melon,Email Click Rate,%,January,2021,0
Love Your Melon,Email Click Rate,%,January,2022,0
Love Your Melon,Email Click Rate,%,January,2023,0
Love Your Melon,Email Click Rate,%,January,2024,"16,629,352"
Love Your Melon,Email Click Rate,%,January,2025,"9,751,712"
Love Your Melon,Email Click Through Rate,%,January,2021,0
Love Your Melon,Email Click Through Rate,%,January,2022,0
Love Your Melon,Email Click Through Rate,%,January,2023,0
Love Your Melon,Email Click Through Rate,%,January,2024,"12,894,316"
Love Your Melon,Email Click Through Rate,%,January,2025,"7,096,365"
Love Your Melon,Email Open Rate,%,January,2021,0
Love Your Melon,Email Open Rate,%,January,2022,0
Love Your Melon,Email Open Rate,%,January,2023,0
Love Your Melon,Email Open Rate,%,January,2024,"29,304,192"
Love Your Melon,Email Open Rate,%,January,2025,"16,731,637"
Love Your Melon,% Cross-Sell Customers,%,January,2021,4.220580624
Love Your Melon,% Cross-Sell Customers,%,January,2022,4.819517384
Love Your Melon,% Cross-Sell Customers,%,January,2023,4.658026434
Love Your Melon,% Cross-Sell Customers,%,January,2024,5.346958175
Love Your Melon,% Cross-Sell Customers,%,January,2025,4.094041346
Love Your Melon,ACOS,%,January,2021,
Love Your Melon,ACOS,%,January,2022,
Love Your Melon,ACOS,%,January,2023,23.283010301
Love Your Melon,ACOS,%,January,2024,23.213012101
Love Your Melon,ACOS,%,January,2025,31.338974666
Love Your Melon,Conversion Rate,%,January,2021,
Love Your Melon,Conversion Rate,%,January,2022,
Love Your Melon,Conversion Rate,%,January,2023,1.257384713
Love Your Melon,Conversion Rate,%,January,2024,1.160791225
Love Your Melon,Conversion Rate,%,January,2025,24.371835292
MiHIGH,TACOS,%,January,2021,1.947886852
MiHIGH,TACOS,%,January,2022,2.715737942
MiHIGH,TACOS,%,January,2023,24.758319847
MiHIGH,TACOS,%,January,2024,25.499593469
MiHIGH,TACOS,%,January,2025,107.684284320
MiHIGH,Repeat Rate,%,January,2021,
MiHIGH,Repeat Rate,%,January,2022,
MiHIGH,Repeat Rate,%,January,2023,8.855098390
MiHIGH,Repeat Rate,%,January,2024,12.568306011
MiHIGH,Repeat Rate,%,January,2025,8.333333333
MiHIGH,Email Click Rate,%,January,2021,0
MiHIGH,Email Click Rate,%,January,2022,0
MiHIGH,Email Click Rate,%,January,2023,0
MiHIGH,Email Click Rate,%,January,2024,"879,040"
MiHIGH,Email Click Rate,%,January,2025,"469,852"
MiHIGH,Email Click Through Rate,%,January,2021,0
MiHIGH,Email Click Through Rate,%,January,2022,0
MiHIGH,Email Click Through Rate,%,January,2023,0
MiHIGH,Email Click Through Rate,%,January,2024,"451,516"
MiHIGH,Email Click Through Rate,%,January,2025,"235,926"
MiHIGH,Email Open Rate,%,January,2021,0
MiHIGH,Email Open Rate,%,January,2022,0
MiHIGH,Email Open Rate,%,January,2023,0
MiHIGH,Email Open Rate,%,January,2024,"1,308,460"
MiHIGH,Email Open Rate,%,January,2025,"683,206"
MiHIGH,% Cross-Sell Customers,%,January,2021,1.427003293
MiHIGH,% Cross-Sell Customers,%,January,2022,11.492537313
MiHIGH,% Cross-Sell Customers,%,January,2023,8.574091333
MiHIGH,% Cross-Sell Customers,%,January,2024,11.142061281
MiHIGH,% Cross-Sell Customers,%,January,2025,36.114911081
MiHIGH,ACOS,%,January,2021,
MiHIGH,ACOS,%,January,2022,
MiHIGH,ACOS,%,January,2023,52.259572642
MiHIGH,ACOS,%,January,2024,27.802886809
MiHIGH,ACOS,%,January,2025,18.481612642
MiHIGH,Conversion Rate,%,January,2021,
MiHIGH,Conversion Rate,%,January,2022,
MiHIGH,Conversion Rate,%,January,2023,1.151379256
MiHIGH,Conversion Rate,%,January,2024,0.843095086
MiHIGH,Conversion Rate,%,January,2025,1.043696862
Opposite Wall,TACOS,%,January,2021,5.821839169
Opposite Wall,TACOS,%,January,2022,8.787098051
Opposite Wall,TACOS,%,January,2023,14.279016485
Opposite Wall,TACOS,%,January,2024,18.426646015
Opposite Wall,TACOS,%,January,2025,16.468525979
Opposite Wall,Repeat Rate,%,January,2021,
Opposite Wall,Repeat Rate,%,January,2022,
Opposite Wall,Repeat Rate,%,January,2023,23.058667173
Opposite Wall,Repeat Rate,%,January,2024,24.631788892
Opposite Wall,Repeat Rate,%,January,2025,25.121156049
Opposite Wall,Email Click Rate,%,January,2021,0
Opposite Wall,Email Click Rate,%,January,2022,"577,638"
Opposite Wall,Email Click Rate,%,January,2023,"1,403,613"
Opposite Wall,Email Click Rate,%,January,2024,"1,696,849"
Opposite Wall,Email Click Rate,%,January,2025,"1,430,316"
Opposite Wall,Email Click Through Rate,%,January,2021,0
Opposite Wall,Email Click Through Rate,%,January,2022,"173,013"
Opposite Wall,Email Click Through Rate,%,January,2023,"518,385"
Opposite Wall,Email Click Through Rate,%,January,2024,"714,452"
Opposite Wall,Email Click Through Rate,%,January,2025,"687,997"
Opposite Wall,Email Open Rate,%,January,2021,0
Opposite Wall,Email Open Rate,%,January,2022,"739,331"
Opposite Wall,Email Open Rate,%,January,2023,"1,902,964"
Opposite Wall,Email Open Rate,%,January,2024,"2,374,979"
Opposite Wall,Email Open Rate,%,January,2025,"2,095,381"
Opposite Wall,% Cross-Sell Customers,%,January,2021,6.355025970
Opposite Wall,% Cross-Sell Customers,%,January,2022,6.335660719
Opposite Wall,% Cross-Sell Customers,%,January,2023,7.864803380
Opposite Wall,% Cross-Sell Customers,%,January,2024,8.913104219
Opposite Wall,% Cross-Sell Customers,%,January,2025,9.779882976
Opposite Wall,ACOS,%,January,2021,10.357779717
Opposite Wall,ACOS,%,January,2022,14.488766010
Opposite Wall,ACOS,%,January,2023,26.263324155
Opposite Wall,ACOS,%,January,2024,38.049743389
Opposite Wall,ACOS,%,January,2025,34.626055455
Opposite Wall,Contact Rate,%,January,2021,0
Opposite Wall,Contact Rate,%,January,2022,0
Opposite Wall,Contact Rate,%,January,2023,0
Opposite Wall,Contact Rate,%,January,2024,25.172501917
Opposite Wall,Contact Rate,%,January,2025,28.920041537
Opposite Wall,Conversion Rate,%,January,2021,3.028475943
Opposite Wall,Conversion Rate,%,January,2022,3.110353954
Opposite Wall,Conversion Rate,%,January,2023,2.493916367
Opposite Wall,Conversion Rate,%,January,2024,2.158358365
Opposite Wall,Conversion Rate,%,January,2025,2.458915352
Opposite Wall,CSAT Score,%,January,2021,
Opposite Wall,CSAT Score,%,January,2022,
Opposite Wall,CSAT Score,%,January,2023,
Opposite Wall,CSAT Score,%,January,2024,94.214876033
Opposite Wall,CSAT Score,%,January,2025,92
Proper Pour,TACOS,%,January,2021,6.941300375
Proper Pour,TACOS,%,January,2022,1.422084125
Proper Pour,TACOS,%,January,2023,11.531003017
Proper Pour,TACOS,%,January,2024,9.127898298
Proper Pour,TACOS,%,January,2025,6.049246821
Proper Pour,Repeat Rate,%,January,2021,
Proper Pour,Repeat Rate,%,January,2022,
Proper Pour,Repeat Rate,%,January,2023,15.339233038
Proper Pour,Repeat Rate,%,January,2024,16.936790924
Proper Pour,Repeat Rate,%,January,2025,25.669436750
Proper Pour,% Cross-Sell Customers,%,January,2021,
Proper Pour,% Cross-Sell Customers,%,January,2022,
Proper Pour,% Cross-Sell Customers,%,January,2023,
Proper Pour,% Cross-Sell Customers,%,January,2024,
Proper Pour,% Cross-Sell Customers,%,January,2025,
Proper Pour,ACOS,%,January,2021,
Proper Pour,ACOS,%,January,2022,
Proper Pour,ACOS,%,January,2023,
Proper Pour,ACOS,%,January,2024,
Proper Pour,ACOS,%,January,2025,
Qalo,TACOS,%,January,2021,13.708146420
Qalo,TACOS,%,January,2022,15.512645067
Qalo,TACOS,%,January,2023,26.697839351
Qalo,TACOS,%,January,2024,25.871154481
Qalo,TACOS,%,January,2025,34.948587596
Qalo,Repeat Rate,%,January,2021,
Qalo,Repeat Rate,%,January,2022,
Qalo,Repeat Rate,%,January,2023,33.957949348
Qalo,Repeat Rate,%,January,2024,35.930624973
Qalo,Repeat Rate,%,January,2025,38.051166788
Qalo,Email Click Rate,%,January,2021,0
Qalo,Email Click Rate,%,January,2022,0
Qalo,Email Click Rate,%,January,2023,0
Qalo,Email Click Rate,%,January,2024,"19,945,757"
Qalo,Email Click Rate,%,January,2025,"24,173,006"
Qalo,Email Click Through Rate,%,January,2021,0
Qalo,Email Click Through Rate,%,January,2022,0
Qalo,Email Click Through Rate,%,January,2023,0
Qalo,Email Click Through Rate,%,January,2024,"14,404,647"
Qalo,Email Click Through Rate,%,January,2025,"16,214,876"
Qalo,Email Open Rate,%,January,2021,0
Qalo,Email Open Rate,%,January,2022,0
