Brand,KPI Name,KPI Unit,Month of Date,Year of Date,This Period Value
Ergonofis,Email Click Through Rate,%,January,2024,"131,985"
Ergonofis,Email Click Through Rate,%,January,2025,"232,336"
Ergonofis,Email Open Rate,%,January,2021,"19,351"
Ergonofis,Email Open Rate,%,January,2022,"8,520"
Ergonofis,Email Open Rate,%,January,2023,"128,772"
Ergonofis,Email Open Rate,%,January,2024,"377,211"
Ergonofis,Email Open Rate,%,January,2025,"571,348"
Ergonofis,% Cross-Sell Customers,%,January,2021,0
Ergonofis,% Cross-Sell Customers,%,January,2022,0
Ergonofis,% Cross-Sell Customers,%,January,2023,7.035755479
Ergonofis,% Cross-Sell Customers,%,January,2024,9.642857143
Ergonofis,% Cross-Sell Customers,%,January,2025,7.380952381
Ergonofis,ACOS,%,January,2021,2.824945761
Ergonofis,ACOS,%,January,2022,3.574951843
Ergonofis,ACOS,%,January,2023,13.936047467
Ergonofis,ACOS,%,January,2024,8.250571193
Ergonofis,ACOS,%,January,2025,10.943164789
Ergonofis,Conversion Rate,%,January,2021,0.035811007
Ergonofis,Conversion Rate,%,January,2022,0.023056035
Ergonofis,Conversion Rate,%,January,2023,0.697341757
Ergonofis,Conversion Rate,%,January,2024,0.575566456
Ergonofis,Conversion Rate,%,January,2025,0.335904454
Freakmount,TACOS,%,January,2021,22.312603077
Freakmount,TACOS,%,January,2022,58.048982327
Freakmount,TACOS,%,January,2023,113.447472966
Freakmount,TACOS,%,January,2024,44.083226995
Freakmount,TACOS,%,January,2025,50.792276674
Freakmount,Repeat Rate,%,January,2021,
Freakmount,Repeat Rate,%,January,2022,
Freakmount,Repeat Rate,%,January,2023,9.216589862
Freakmount,Repeat Rate,%,January,2024,11.965811966
Freakmount,Repeat Rate,%,January,2025,19.672131148
Freakmount,Email Click Rate,%,January,2021,0
Freakmount,Email Click Rate,%,January,2022,474
Freakmount,Email Click Rate,%,January,2023,"1,197"
Freakmount,Email Click Rate,%,January,2024,"1,701"
Freakmount,Email Click Rate,%,January,2025,"182,934"
Freakmount,Email Click Through Rate,%,January,2021,0
Freakmount,Email Click Through Rate,%,January,2022,293
Freakmount,Email Click Through Rate,%,January,2023,"1,545"
Freakmount,Email Click Through Rate,%,January,2024,"2,645"
Freakmount,Email Click Through Rate,%,January,2025,"54,148"
Freakmount,Email Open Rate,%,January,2021,0
Freakmount,Email Open Rate,%,January,2022,579
Freakmount,Email Open Rate,%,January,2023,"1,680"
Freakmount,Email Open Rate,%,January,2024,"4,252"
Freakmount,Email Open Rate,%,January,2025,"235,158"
Freakmount,% Cross-Sell Customers,%,January,2021,5.699481865
Freakmount,% Cross-Sell Customers,%,January,2022,3.940886700
Freakmount,% Cross-Sell Customers,%,January,2023,6.730769231
Freakmount,% Cross-Sell Customers,%,January,2024,6.896551724
Freakmount,% Cross-Sell Customers,%,January,2025,5.882352941
Freakmount,ACOS,%,January,2021,
Freakmount,ACOS,%,January,2022,42.488479939
Freakmount,ACOS,%,January,2023,104.760510493
Freakmount,ACOS,%,January,2024,30.689419066
Freakmount,ACOS,%,January,2025,48.406816817
Freakmount,Conversion Rate,%,January,2021,3.218848515
Freakmount,Conversion Rate,%,January,2022,3.028571429
Freakmount,Conversion Rate,%,January,2023,2.251504462
Freakmount,Conversion Rate,%,January,2024,1.708528037
Freakmount,Conversion Rate,%,January,2025,2.030963875
Go Green,Conversion Rate,%,January,2021,0
Go Green,Conversion Rate,%,January,2022,0
Gravity,TACOS,%,January,2021,10.151095871
Gravity,TACOS,%,January,2022,10.312422671
Gravity,TACOS,%,January,2023,35.195195445
Gravity,TACOS,%,January,2024,17.334322344
Gravity,TACOS,%,January,2025,4.659335072
Gravity,Repeat Rate,%,January,2021,
Gravity,Repeat Rate,%,January,2022,
Gravity,Repeat Rate,%,January,2023,27.464258841
Gravity,Repeat Rate,%,January,2024,22.167487685
Gravity,Repeat Rate,%,January,2025,9.523809524
Gravity,Email Click Rate,%,January,2021,0
Gravity,Email Click Rate,%,January,2022,0
Gravity,Email Click Rate,%,January,2023,0
Gravity,Email Click Rate,%,January,2024,"12,610"
Gravity,Email Click Rate,%,January,2025,"1,246,816"
Gravity,Email Click Through Rate,%,January,2021,0
Gravity,Email Click Through Rate,%,January,2022,0
Gravity,Email Click Through Rate,%,January,2023,0
Gravity,Email Click Through Rate,%,January,2024,"72,226"
Gravity,Email Click Through Rate,%,January,2025,"485,032"
Gravity,Email Open Rate,%,January,2021,0
Gravity,Email Open Rate,%,January,2022,0
Gravity,Email Open Rate,%,January,2023,0
Gravity,Email Open Rate,%,January,2024,"80,292"
Gravity,Email Open Rate,%,January,2025,"1,686,220"
Gravity,% Cross-Sell Customers,%,January,2021,4.396371249
Gravity,% Cross-Sell Customers,%,January,2022,5.914870094
Gravity,% Cross-Sell Customers,%,January,2023,7.5
Gravity,% Cross-Sell Customers,%,January,2024,10.689170183
Gravity,% Cross-Sell Customers,%,January,2025,15.786666667
Gravity,ACOS,%,January,2021,
Gravity,ACOS,%,January,2022,
Gravity,ACOS,%,January,2023,22.310505155
Gravity,ACOS,%,January,2024,15.942485678
Gravity,ACOS,%,January,2025,28.574746692
Gravity,Conversion Rate,%,January,2021,
Gravity,Conversion Rate,%,January,2022,
Gravity,Conversion Rate,%,January,2023,1.213543474
Gravity,Conversion Rate,%,January,2024,1.585380140
Gravity,Conversion Rate,%,January,2025,1.653571923
Homesick,TACOS,%,January,2021,10.978382565
Homesick,TACOS,%,January,2022,16.327409618
Homesick,TACOS,%,January,2023,34.282917971
Homesick,TACOS,%,January,2024,37.504065749
Homesick,TACOS,%,January,2025,68.759221493
Homesick,Repeat Rate,%,January,2021,
Homesick,Repeat Rate,%,January,2022,
Homesick,Repeat Rate,%,January,2023,47.041753990
Homesick,Repeat Rate,%,January,2024,38.490566038
Homesick,Repeat Rate,%,January,2025,38.659058488
Homesick,Email Click Rate,%,January,2021,0
Homesick,Email Click Rate,%,January,2022,0
Homesick,Email Click Rate,%,January,2023,0
Homesick,Email Click Rate,%,January,2024,"7,272,537"
Homesick,Email Click Rate,%,January,2025,"8,013,584"
Homesick,Email Click Through Rate,%,January,2021,0
Homesick,Email Click Through Rate,%,January,2022,0
Homesick,Email Click Through Rate,%,January,2023,0
Homesick,Email Click Through Rate,%,January,2024,"5,508,170"
Homesick,Email Click Through Rate,%,January,2025,"5,090,513"
Homesick,Email Open Rate,%,January,2021,0
Homesick,Email Open Rate,%,January,2022,0
Homesick,Email Open Rate,%,January,2023,0
Homesick,Email Open Rate,%,January,2024,"12,675,553"
Homesick,Email Open Rate,%,January,2025,"13,030,029"
Homesick,% Cross-Sell Customers,%,January,2021,5.280657148
Homesick,% Cross-Sell Customers,%,January,2022,5.390334572
Homesick,% Cross-Sell Customers,%,January,2023,7.232316105
Homesick,% Cross-Sell Customers,%,January,2024,6.681034483
Homesick,% Cross-Sell Customers,%,January,2025,7.976071785
Homesick,ACOS,%,January,2021,
Homesick,ACOS,%,January,2022,
Homesick,ACOS,%,January,2023,15.404149627
Homesick,ACOS,%,January,2024,30.912311716
Homesick,ACOS,%,January,2025,61.553294994
Homesick,Conversion Rate,%,January,2021,
Homesick,Conversion Rate,%,January,2022,
Homesick,Conversion Rate,%,January,2023,2.233271168
Homesick,Conversion Rate,%,January,2024,1.598057113
Homesick,Conversion Rate,%,January,2025,2.291848300
Kana,TACOS,%,January,2021,22.323459246
Kana,TACOS,%,January,2022,8.298909739
Kana,TACOS,%,January,2023,8.203960144
Kana,TACOS,%,January,2024,7.328359099
Kana,TACOS,%,January,2025,25.639883422
Kana,Repeat Rate,%,January,2021,
Kana,Repeat Rate,%,January,2022,
Kana,Repeat Rate,%,January,2023,30.601092896
Kana,Repeat Rate,%,January,2024,45.519713262
Kana,Repeat Rate,%,January,2025,38.709677419
Kana,Email Click Rate,%,January,2021,"515,607"
Kana,Email Click Rate,%,January,2022,570
Kana,Email Click Rate,%,January,2023,"214,498"
Kana,Email Click Rate,%,January,2024,"142,365"
Kana,Email Click Rate,%,January,2025,"133,789"
Kana,Email Click Through Rate,%,January,2021,"53,772"
Kana,Email Click Through Rate,%,January,2022,"2,032"
Kana,Email Click Through Rate,%,January,2023,"155,157"
Kana,Email Click Through Rate,%,January,2024,"72,268"
Kana,Email Click Through Rate,%,January,2025,"80,673"
Kana,Email Open Rate,%,January,2021,"563,637"
Kana,Email Open Rate,%,January,2022,"2,550"
Kana,Email Open Rate,%,January,2023,"366,667"
Kana,Email Open Rate,%,January,2024,"212,127"
Kana,Email Open Rate,%,January,2025,"213,000"
Kana,% Cross-Sell Customers,%,January,2021,5.217391304
Kana,% Cross-Sell Customers,%,January,2022,6.787330317
Kana,% Cross-Sell Customers,%,January,2023,7.051282051
Kana,% Cross-Sell Customers,%,January,2024,8.196721311
Kana,% Cross-Sell Customers,%,January,2025,16.513761468
Kana,ACOS,%,January,2021,22.197262630
Kana,ACOS,%,January,2022,6.413277316
Kana,ACOS,%,January,2023,7.861787821
Kana,ACOS,%,January,2024,11.222494442
Kana,ACOS,%,January,2025,28.167386384
Kana,Conversion Rate,%,January,2021,0.777784719
Kana,Conversion Rate,%,January,2022,0.923675255
Kana,Conversion Rate,%,January,2023,0.713895607
Kana,Conversion Rate,%,January,2024,0.870324734
Kana,Conversion Rate,%,January,2025,0.813861906
Loctote,TACOS,%,January,2021,36.475933236
Loctote,TACOS,%,January,2022,40.708738368
Loctote,TACOS,%,January,2023,98.224457082
Loctote,TACOS,%,January,2024,25.353527166
Loctote,TACOS,%,January,2025,23.020842722
Loctote,Repeat Rate,%,January,2021,
Loctote,Repeat Rate,%,January,2022,
Loctote,Repeat Rate,%,January,2023,17.532467532
Loctote,Repeat Rate,%,January,2024,28.888888889
Loctote,Repeat Rate,%,January,2025,50
Loctote,Email Click Rate,%,January,2021,"880,844"
Loctote,Email Click Rate,%,January,2022,"43,632"
Loctote,Email Click Rate,%,January,2023,"4,065"
Loctote,Email Click Rate,%,January,2024,"140,582"
Loctote,Email Click Rate,%,January,2025,"635,237"
Loctote,Email Click Through Rate,%,January,2021,"110,596"
Loctote,Email Click Through Rate,%,January,2022,"16,362"
Loctote,Email Click Through Rate,%,January,2023,"14,573"
Loctote,Email Click Through Rate,%,January,2024,"79,632"
Loctote,Email Click Through Rate,%,January,2025,"273,523"
Loctote,Email Open Rate,%,January,2021,"982,820"
Loctote,Email Open Rate,%,January,2022,"58,594"
Loctote,Email Open Rate,%,January,2023,"16,860"
Loctote,Email Open Rate,%,January,2024,"217,786"
Loctote,Email Open Rate,%,January,2025,"903,634"
Loctote,% Cross-Sell Customers,%,January,2021,4.255319149
Loctote,% Cross-Sell Customers,%,January,2022,8.695652174
Loctote,% Cross-Sell Customers,%,January,2023,9.090909091
Loctote,% Cross-Sell Customers,%,January,2024,6.976744186
Loctote,% Cross-Sell Customers,%,January,2025,6.451612903
Loctote,ACOS,%,January,2021,103.455154136
Loctote,ACOS,%,January,2022,28.531079098
Loctote,ACOS,%,January,2023,83.733767844
Loctote,ACOS,%,January,2024,28.850676734
Loctote,ACOS,%,January,2025,31.520859738
Loctote,Conversion Rate,%,January,2021,0.737156466
Loctote,Conversion Rate,%,January,2022,0.569379063
Loctote,Conversion Rate,%,January,2023,0.815505190
Loctote,Conversion Rate,%,January,2024,0.825688073
Loctote,Conversion Rate,%,January,2025,0.591934887
Love Your Melon,TACOS,%,January,2021,2.119016778
Love Your Melon,TACOS,%,January,2022,2.355128888
Love Your Melon,TACOS,%,January,2023,30.177720001
Love Your Melon,TACOS,%,January,2024,29.887237154
Love Your Melon,TACOS,%,January,2025,28.824813590
Love Your Melon,Repeat Rate,%,January,2021,
Love Your Melon,Repeat Rate,%,January,2022,
Love Your Melon,Repeat Rate,%,January,2023,50.637058609
Love Your Melon,Repeat Rate,%,January,2024,51.417727171
Love Your Melon,Repeat Rate,%,January,2025,51.744413955
Love Your Melon,Email Click Rate,%,January,2021,0
Love Your Melon,Email Click Rate,%,January,2022,0
Love Your Melon,Email Click Rate,%,January,2023,0
Love Your Melon,Email Click Rate,%,January,2024,"16,629,352"
Love Your Melon,Email Click Rate,%,January,2025,"9,751,712"
Love Your Melon,Email Click Through Rate,%,January,2021,0
Love Your Melon,Email Click Through Rate,%,January,2022,0
Love Your Melon,Email Click Through Rate,%,January,2023,0
Love Your Melon,Email Click Through Rate,%,January,2024,"12,894,316"
Love Your Melon,Email Click Through Rate,%,January,2025,"7,096,365"
Love Your Melon,Email Open Rate,%,January,2021,0
Love Your Melon,Email Open Rate,%,January,2022,0
Love Your Melon,Email Open Rate,%,January,2023,0
Love Your Melon,Email Open Rate,%,January,2024,"29,304,192"
Love Your Melon,Email Open Rate,%,January,2025,"16,731,637"
Love Your Melon,% Cross-Sell Customers,%,January,2021,4.220580624
Love Your Melon,% Cross-Sell Customers,%,January,2022,4.819517384
Love Your Melon,% Cross-Sell Customers,%,January,2023,4.658026434
Love Your Melon,% Cross-Sell Customers,%,January,2024,5.346958175
Love Your Melon,% Cross-Sell Customers,%,January,2025,4.094041346
Love Your Melon,ACOS,%,January,2021,
Love Your Melon,ACOS,%,January,2022,
Love Your Melon,ACOS,%,January,2023,23.283010301
Love Your Melon,ACOS,%,January,2024,23.213012101
Love Your Melon,ACOS,%,January,2025,26.980845338
Love Your Melon,Conversion Rate,%,January,2021,
Love Your Melon,Conversion Rate,%,January,2022,
Love Your Melon,Conversion Rate,%,January,2023,1.257384713
Love Your Melon,Conversion Rate,%,January,2024,1.160791225
Love Your Melon,Conversion Rate,%,January,2025,24.371835292
MiHIGH,TACOS,%,January,2021,1.947886852
MiHIGH,TACOS,%,January,2022,2.715737942
MiHIGH,TACOS,%,January,2023,24.869538279
MiHIGH,TACOS,%,January,2024,31.163809324
MiHIGH,TACOS,%,January,2025,110.215271330
MiHIGH,Repeat Rate,%,January,2021,
MiHIGH,Repeat Rate,%,January,2022,
MiHIGH,Repeat Rate,%,January,2023,8.967391304
MiHIGH,Repeat Rate,%,January,2024,14.246947083
MiHIGH,Repeat Rate,%,January,2025,8.389715832
MiHIGH,Email Click Rate,%,January,2021,0
MiHIGH,Email Click Rate,%,January,2022,0
MiHIGH,Email Click Rate,%,January,2023,0
MiHIGH,Email Click Rate,%,January,2024,"879,040"
MiHIGH,Email Click Rate,%,January,2025,"469,852"
MiHIGH,Email Click Through Rate,%,January,2021,0
MiHIGH,Email Click Through Rate,%,January,2022,0
MiHIGH,Email Click Through Rate,%,January,2023,0
MiHIGH,Email Click Through Rate,%,January,2024,"451,516"
MiHIGH,Email Click Through Rate,%,January,2025,"235,926"
MiHIGH,Email Open Rate,%,January,2021,0
MiHIGH,Email Open Rate,%,January,2022,0
MiHIGH,Email Open Rate,%,January,2023,0
MiHIGH,Email Open Rate,%,January,2024,"1,308,460"
MiHIGH,Email Open Rate,%,January,2025,"683,206"
MiHIGH,% Cross-Sell Customers,%,January,2021,1.427003293
MiHIGH,% Cross-Sell Customers,%,January,2022,11.492537313
MiHIGH,% Cross-Sell Customers,%,January,2023,8.574091333
MiHIGH,% Cross-Sell Customers,%,January,2024,11.142061281
MiHIGH,% Cross-Sell Customers,%,January,2025,36.114911081
MiHIGH,ACOS,%,January,2021,
MiHIGH,ACOS,%,January,2022,
MiHIGH,ACOS,%,January,2023,52.259572642
MiHIGH,ACOS,%,January,2024,27.802886809
MiHIGH,ACOS,%,January,2025,18.481612642
MiHIGH,Conversion Rate,%,January,2021,
MiHIGH,Conversion Rate,%,January,2022,
MiHIGH,Conversion Rate,%,January,2023,1.151379256
MiHIGH,Conversion Rate,%,January,2024,0.843095086
MiHIGH,Conversion Rate,%,January,2025,1.043696862
Opposite Wall,TACOS,%,January,2021,9.541602190
Opposite Wall,TACOS,%,January,2022,14.434899594
Opposite Wall,TACOS,%,January,2023,24.996389190
Opposite Wall,TACOS,%,January,2024,27.643409914
Opposite Wall,TACOS,%,January,2025,24.505303462
Opposite Wall,Repeat Rate,%,January,2021,
Opposite Wall,Repeat Rate,%,January,2022,
Opposite Wall,Repeat Rate,%,January,2023,34.959592936
Opposite Wall,Repeat Rate,%,January,2024,33.750325775
Opposite Wall,Repeat Rate,%,January,2025,32.269129288
Opposite Wall,Email Click Rate,%,January,2021,0
Opposite Wall,Email Click Rate,%,January,2022,"577,638"
Opposite Wall,Email Click Rate,%,January,2023,"1,403,613"
Opposite Wall,Email Click Rate,%,January,2024,"1,696,849"
Opposite Wall,Email Click Rate,%,January,2025,"1,430,316"
Opposite Wall,Email Click Through Rate,%,January,2021,0
Opposite Wall,Email Click Through Rate,%,January,2022,"173,013"
Opposite Wall,Email Click Through Rate,%,January,2023,"518,385"
Opposite Wall,Email Click Through Rate,%,January,2024,"714,452"
Opposite Wall,Email Click Through Rate,%,January,2025,"687,997"
Opposite Wall,Email Open Rate,%,January,2021,0
Opposite Wall,Email Open Rate,%,January,2022,"739,331"
Opposite Wall,Email Open Rate,%,January,2023,"1,902,964"
Opposite Wall,Email Open Rate,%,January,2024,"2,374,979"
Opposite Wall,Email Open Rate,%,January,2025,"2,095,381"
Opposite Wall,% Cross-Sell Customers,%,January,2021,6.355025970
Opposite Wall,% Cross-Sell Customers,%,January,2022,6.335660719
Opposite Wall,% Cross-Sell Customers,%,January,2023,7.864803380
Opposite Wall,% Cross-Sell Customers,%,January,2024,8.913104219
Opposite Wall,% Cross-Sell Customers,%,January,2025,9.779882976
Opposite Wall,ACOS,%,January,2021,8.497915486
Opposite Wall,ACOS,%,January,2022,11.695665497
Opposite Wall,ACOS,%,January,2023,20.043245678
Opposite Wall,ACOS,%,January,2024,25.107188372
Opposite Wall,ACOS,%,January,2025,23.563823258
Opposite Wall,Conversion Rate,%,January,2021,3.028475943
Opposite Wall,Conversion Rate,%,January,2022,3.110353954
Opposite Wall,Conversion Rate,%,January,2023,2.493916367
Opposite Wall,Conversion Rate,%,January,2024,2.158358365
Opposite Wall,Conversion Rate,%,January,2025,2.458915352
Qalo,TACOS,%,January,2021,13.708146420
Qalo,TACOS,%,January,2022,15.512645067
Qalo,TACOS,%,January,2023,34.952777201
Qalo,TACOS,%,January,2024,36.248589833
Qalo,TACOS,%,January,2025,36.350652985
Qalo,Repeat Rate,%,January,2021,
Qalo,Repeat Rate,%,January,2022,
Qalo,Repeat Rate,%,January,2023,50.265245289
Qalo,Repeat Rate,%,January,2024,54.164820558
Qalo,Repeat Rate,%,January,2025,55.889863440
Qalo,Email Click Rate,%,January,2021,0
Qalo,Email Click Rate,%,January,2022,0
Qalo,Email Click Rate,%,January,2023,0
Qalo,Email Click Rate,%,January,2024,"19,945,757"
Qalo,Email Click Rate,%,January,2025,"24,173,006"
Qalo,Email Click Through Rate,%,January,2021,0
Qalo,Email Click Through Rate,%,January,2022,0
Qalo,Email Click Through Rate,%,January,2023,0
Qalo,Email Click Through Rate,%,January,2024,"14,404,647"
Qalo,Email Click Through Rate,%,January,2025,"16,214,876"
Qalo,Email Open Rate,%,January,2021,0
Qalo,Email Open Rate,%,January,2022,0
Qalo,Email Open Rate,%,January,2023,0
Qalo,Email Open Rate,%,January,2024,"34,121,926"
Qalo,Email Open Rate,%,January,2025,"39,914,886"
Qalo,% Cross-Sell Customers,%,January,2021,3.363716282
Qalo,% Cross-Sell Customers,%,January,2022,4.216977125
Qalo,% Cross-Sell Customers,%,January,2023,4.515989628
Qalo,% Cross-Sell Customers,%,January,2024,4.604327910
Qalo,% Cross-Sell Customers,%,January,2025,5.345533349
Qalo,ACOS,%,January,2021,
Qalo,ACOS,%,January,2022,
Qalo,ACOS,%,January,2023,
Qalo,ACOS,%,January,2024,
Qalo,ACOS,%,January,2025,
Qalo,Conversion Rate,%,January,2021,
Qalo,Conversion Rate,%,January,2022,
Qalo,Conversion Rate,%,January,2023,4.053782821
Qalo,Conversion Rate,%,January,2024,3.715878783
Qalo,Conversion Rate,%,January,2025,2.120341816
Rachel,TACOS,%,January,2021,30.911922804
Rachel,TACOS,%,January,2022,29.013635862
Rachel,TACOS,%,January,2023,40.713588146
Rachel,TACOS,%,January,2024,20.069571257
Rachel,TACOS,%,January,2025,34.047155658
Rachel,Repeat Rate,%,January,2021,
Rachel,Repeat Rate,%,January,2022,
Rachel,Repeat Rate,%,January,2023,57.627885921
Rachel,Repeat Rate,%,January,2024,59.798668615
Rachel,Repeat Rate,%,January,2025,59.848786311
Rachel,Email Click Rate,%,January,2021,"1,747,629"
Rachel,Email Click Rate,%,January,2022,"2,533,303"
Rachel,Email Click Rate,%,January,2023,"1,539,037"
Rachel,Email Click Rate,%,January,2024,"2,508,237"
Rachel,Email Click Rate,%,January,2025,"1,326,944"
Rachel,Email Click Through Rate,%,January,2021,"265,760"
Rachel,Email Click Through Rate,%,January,2022,"842,454"
Rachel,Email Click Through Rate,%,January,2023,"472,013"
Rachel,Email Click Through Rate,%,January,2024,"1,617,366"
Rachel,Email Click Through Rate,%,January,2025,"1,074,055"
Rachel,Email Open Rate,%,January,2021,"1,964,171"
Rachel,Email Open Rate,%,January,2022,"3,308,011"
Rachel,Email Open Rate,%,January,2023,"1,938,584"
Rachel,Email Open Rate,%,January,2024,"4,049,777"
Rachel,Email Open Rate,%,January,2025,"2,369,329"
Rachel,% Cross-Sell Customers,%,January,2021,2.303065865
Rachel,% Cross-Sell Customers,%,January,2022,2.660869565
Rachel,% Cross-Sell Customers,%,January,2023,3.704297627
Rachel,% Cross-Sell Customers,%,January,2024,3.728638011
Rachel,% Cross-Sell Customers,%,January,2025,5.173876166
Rachel,ACOS,%,January,2021,39.387155466
Rachel,ACOS,%,January,2022,32.816805509
Rachel,ACOS,%,January,2023,42.484534592
Rachel,ACOS,%,January,2024,20.198083619
Rachel,ACOS,%,January,2025,31.635605266
Rachel,Conversion Rate,%,January,2021,5.389401094
Rachel,Conversion Rate,%,January,2022,4.490088545
Rachel,Conversion Rate,%,January,2023,3.858470353
Rachel,Conversion Rate,%,January,2024,2.828226240
Rachel,Conversion Rate,%,January,2025,2.056195588
Revant,TACOS,%,January,2021,21.160125469
Revant,TACOS,%,January,2022,22.533154845
Revant,TACOS,%,January,2023,26.508298184
Revant,TACOS,%,January,2024,18.265120672
Revant,TACOS,%,January,2025,19.511241824
Revant,Repeat Rate,%,January,2021,
Revant,Repeat Rate,%,January,2022,
Revant,Repeat Rate,%,January,2023,27.261078484
Revant,Repeat Rate,%,January,2024,32.358201329
Revant,Repeat Rate,%,January,2025,30.690476190
Revant,Email Click Rate,%,January,2021,"1,662,384"
Revant,Email Click Rate,%,January,2022,"1,557,352"
Revant,Email Click Rate,%,January,2023,"3,862,809"
Revant,Email Click Rate,%,January,2024,"2,775,622"
Revant,Email Click Rate,%,January,2025,"2,328,820"
Revant,Email Click Through Rate,%,January,2021,"383,170"
Revant,Email Click Through Rate,%,January,2022,"1,014,326"
Revant,Email Click Through Rate,%,January,2023,"2,211,587"
Revant,Email Click Through Rate,%,January,2024,"1,618,063"
Revant,Email Click Through Rate,%,January,2025,"1,962,236"
Revant,Email Open Rate,%,January,2021,"2,014,184"
Revant,Email Open Rate,%,January,2022,"2,520,278"
Revant,Email Open Rate,%,January,2023,"5,982,642"
Revant,Email Open Rate,%,January,2024,"4,285,677"
Revant,Email Open Rate,%,January,2025,"4,206,380"
Revant,% Cross-Sell Customers,%,January,2021,3.182433740
Revant,% Cross-Sell Customers,%,January,2022,3.042467779
Revant,% Cross-Sell Customers,%,January,2023,3.194184382
Revant,% Cross-Sell Customers,%,January,2024,3.221581980
Revant,% Cross-Sell Customers,%,January,2025,2.871807406
Revant,ACOS,%,January,2021,
Revant,ACOS,%,January,2022,
Revant,ACOS,%,January,2023,25.415970101
Revant,ACOS,%,January,2024,17.436022651
Revant,ACOS,%,January,2025,17.185045434
Revant,Conversion Rate,%,January,2021,
Revant,Conversion Rate,%,January,2022,5.025177427
Revant,Conversion Rate,%,January,2023,4.643655819
Revant,Conversion Rate,%,January,2024,3.795154730
Revant,Conversion Rate,%,January,2025,5.198856252
Rose Boreal,TACOS,%,January,2021,0
Rose Boreal,TACOS,%,January,2022,10.165457340
Rose Boreal,TACOS,%,January,2023,27.850030536
