Brand,KPI Name,KPI Unit,Month of Date,Year of Date,This Period Value
Proper Pour,Repeat Rate,%,January,2022,
Proper Pour,Repeat Rate,%,January,2023,15.339233038
Proper Pour,Repeat Rate,%,January,2024,16.936790924
Proper Pour,Repeat Rate,%,January,2025,25.669436750
Proper Pour,% Cross-Sell Customers,%,January,2021,
Proper Pour,% Cross-Sell Customers,%,January,2022,
Proper Pour,% Cross-Sell Customers,%,January,2023,
Proper Pour,% Cross-Sell Customers,%,January,2024,
Proper Pour,% Cross-Sell Customers,%,January,2025,
Proper Pour,ACOS,%,January,2021,
Proper Pour,ACOS,%,January,2022,
Proper Pour,ACOS,%,January,2023,
Proper Pour,ACOS,%,January,2024,
Proper Pour,ACOS,%,January,2025,
Qalo,TACOS,%,January,2023,0
Qalo,TACOS,%,January,2024,0
Qalo,TACOS,%,January,2025,28.936766858
Qalo,Repeat Rate,%,January,2023,0
Qalo,Repeat Rate,%,January,2024,10.905036992
Qalo,Repeat Rate,%,January,2025,11.797385621
Qalo,% Cross-Sell Customers,%,January,2024,
Qalo,% Cross-Sell Customers,%,January,2025,
Qalo,ACOS,%,January,2025,
Revant,TACOS,%,January,2022,0
Revant,TACOS,%,January,2023,12.678376222
Revant,TACOS,%,January,2024,12.739640904
Revant,TACOS,%,January,2025,11.385990653
Revant,Repeat Rate,%,January,2022,
Revant,Repeat Rate,%,January,2023,3.001957799
Revant,Repeat Rate,%,January,2024,7.106946984
Revant,Repeat Rate,%,January,2025,11.451814768
Revant,% Cross-Sell Customers,%,January,2023,
Revant,% Cross-Sell Customers,%,January,2024,
Revant,% Cross-Sell Customers,%,January,2025,
Revant,ACOS,%,January,2023,
Revant,ACOS,%,January,2024,
Revant,ACOS,%,January,2025,
Wolf & Grizzly,TACOS,%,January,2021,0
Wolf & Grizzly,TACOS,%,January,2022,63.207275037
Wolf & Grizzly,TACOS,%,January,2023,0.853815886
Wolf & Grizzly,TACOS,%,January,2024,1.129515302
Wolf & Grizzly,TACOS,%,January,2025,3.063737456
Wolf & Grizzly,Repeat Rate,%,January,2021,
Wolf & Grizzly,Repeat Rate,%,January,2022,
Wolf & Grizzly,Repeat Rate,%,January,2023,10.869565217
Wolf & Grizzly,Repeat Rate,%,January,2024,4.433497537
Wolf & Grizzly,Repeat Rate,%,January,2025,2.040816327
Wolf & Grizzly,% Cross-Sell Customers,%,January,2021,
Wolf & Grizzly,% Cross-Sell Customers,%,January,2022,
Wolf & Grizzly,% Cross-Sell Customers,%,January,2023,
Wolf & Grizzly,% Cross-Sell Customers,%,January,2024,
Wolf & Grizzly,% Cross-Sell Customers,%,January,2025,
Wolf & Grizzly,ACOS,%,January,2021,
Wolf & Grizzly,ACOS,%,January,2022,
Wolf & Grizzly,ACOS,%,January,2023,
Wolf & Grizzly,ACOS,%,January,2024,
Wolf & Grizzly,ACOS,%,January,2025,
Alex Bottle,Gross Revenue,$,January,2022,603.132944
Alex Bottle,Discount,$,January,2022,0
Alex Bottle,Refund,$,January,2022,46.895922
Alex Bottle,Shipping Revenue,$,January,2022,0
Alex Bottle,Net Revenue,$,January,2022,556.237022
Alex Bottle,D2C Contribution Margin,$,January,2021,0
Alex Bottle,D2C Contribution Margin,$,January,2022,181.997868012
Alex Bottle,D2C Contribution Margin,$,January,2023,0
Alex Bottle,D2C Net AOV,$,January,2022,69.52962775
Alex Bottle,Landed Cost,$,January,2022,170.323454
Alex Bottle,Transaction Fees,$,January,2022,86.974813
Alex Bottle,Fulfillment Fees,$,January,2022,60.336950988
Alex Bottle,Gross Margin,$,January,2022,238.601804012
Alex Bottle,Adspend,$,January,2021,0
Alex Bottle,Adspend,$,January,2022,56.603936
Alex Bottle,Adspend,$,January,2023,0
Alex Bottle,Contribution Margin,$,January,2021,0
Alex Bottle,Contribution Margin,$,January,2022,181.997868012
Alex Bottle,Contribution Margin,$,January,2023,0
Alex Bottle,D2C Net Revenue,$,January,2022,556.237022
Alex Bottle,LTV,$,January,2022,
Alex Bottle,Brand LTV,$,January,2022,
Alex Bottle,CAC,$,January,2021,
Alex Bottle,CAC,$,January,2022,
Alex Bottle,CAC,$,January,2023,
Alex Bottle,D2C Gross AOV,$,January,2022,75.391618
Alex Bottle,D2C Gross Margin,$,January,2022,238.601804012
Alex Bottle,TCAC,$,January,2021,
Alex Bottle,TCAC,$,January,2022,7.075492
Alex Bottle,TCAC,$,January,2023,
Arctic Tumblers,Gross Revenue,$,January,2021,"80,618.016692"
Arctic Tumblers,Gross Revenue,$,January,2022,"43,107.816457"
Arctic Tumblers,Gross Revenue,$,January,2023,"65,160.2921415"
Arctic Tumblers,Gross Revenue,$,January,2024,"41,322.505189"
Arctic Tumblers,Gross Revenue,$,January,2025,"34,646.502707"
Arctic Tumblers,Discount,$,January,2021,0
Arctic Tumblers,Discount,$,January,2022,"1,249.2244"
Arctic Tumblers,Discount,$,January,2023,0
Arctic Tumblers,Discount,$,January,2024,0
Arctic Tumblers,Discount,$,January,2025,35.119264
Arctic Tumblers,Refund,$,January,2021,"2,130.591879"
Arctic Tumblers,Refund,$,January,2022,"1,748.952145"
Arctic Tumblers,Refund,$,January,2023,"4,005.442888"
Arctic Tumblers,Refund,$,January,2024,"2,480.724117"
Arctic Tumblers,Refund,$,January,2025,"2,517.749003"
Arctic Tumblers,Shipping Revenue,$,January,2021,0
Arctic Tumblers,Shipping Revenue,$,January,2022,0
Arctic Tumblers,Shipping Revenue,$,January,2023,0
Arctic Tumblers,Shipping Revenue,$,January,2024,0
Arctic Tumblers,Shipping Revenue,$,January,2025,0
Arctic Tumblers,Net Revenue,$,January,2021,"78,487.424813"
Arctic Tumblers,Net Revenue,$,January,2022,"40,109.639912"
Arctic Tumblers,Net Revenue,$,January,2023,"61,154.8492535"
Arctic Tumblers,Net Revenue,$,January,2024,"38,841.781072"
Arctic Tumblers,Net Revenue,$,January,2025,"32,093.63444"
Arctic Tumblers,D2C Contribution Margin,$,January,2021,"14,801.146963"
Arctic Tumblers,D2C Contribution Margin,$,January,2022,"5,313.97430903"
Arctic Tumblers,D2C Contribution Margin,$,January,2023,"9,334.4114408"
Arctic Tumblers,D2C Contribution Margin,$,January,2024,"6,400.498067"
Arctic Tumblers,D2C Contribution Margin,$,January,2025,"7,080.824563"
Arctic Tumblers,D2C Net AOV,$,January,2021,32.392663976
Arctic Tumblers,D2C Net AOV,$,January,2022,30.735356254
Arctic Tumblers,D2C Net AOV,$,January,2023,33.436221571
Arctic Tumblers,D2C Net AOV,$,January,2024,32.916763620
Arctic Tumblers,D2C Net AOV,$,January,2025,37.712848931
Arctic Tumblers,Landed Cost,$,January,2021,"18,148.391723"
Arctic Tumblers,Landed Cost,$,January,2022,"12,196.911871"
Arctic Tumblers,Landed Cost,$,January,2023,"17,774.0964398"
Arctic Tumblers,Landed Cost,$,January,2024,"11,321.012925"
Arctic Tumblers,Landed Cost,$,January,2025,"8,311.690571"
Arctic Tumblers,Transaction Fees,$,January,2021,"12,791.218082"
Arctic Tumblers,Transaction Fees,$,January,2022,"6,313.768739"
Arctic Tumblers,Transaction Fees,$,January,2023,"9,601.3177305"
Arctic Tumblers,Transaction Fees,$,January,2024,"6,061.240352"
Arctic Tumblers,Transaction Fees,$,January,2025,"5,172.888573"
Arctic Tumblers,Fulfillment Fees,$,January,2021,"20,148.668045"
Arctic Tumblers,Fulfillment Fees,$,January,2022,"10,657.16545697"
Arctic Tumblers,Fulfillment Fees,$,January,2023,"17,085.6965414"
Arctic Tumblers,Fulfillment Fees,$,January,2024,"11,113.341549"
Arctic Tumblers,Fulfillment Fees,$,January,2025,"9,275.425196"
Arctic Tumblers,Gross Margin,$,January,2021,"27,399.146963"
Arctic Tumblers,Gross Margin,$,January,2022,"10,941.79384503"
Arctic Tumblers,Gross Margin,$,January,2023,"16,693.7385418"
Arctic Tumblers,Gross Margin,$,January,2024,"10,346.186246"
Arctic Tumblers,Gross Margin,$,January,2025,"9,333.6301"
Arctic Tumblers,Adspend,$,January,2021,"12,598"
Arctic Tumblers,Adspend,$,January,2022,"5,627.819536"
Arctic Tumblers,Adspend,$,January,2023,"7,359.327101"
Arctic Tumblers,Adspend,$,January,2024,"3,945.688179"
Arctic Tumblers,Adspend,$,January,2025,"2,252.805537"
Arctic Tumblers,Contribution Margin,$,January,2021,"14,801.146963"
Arctic Tumblers,Contribution Margin,$,January,2022,"5,313.97430903"
Arctic Tumblers,Contribution Margin,$,January,2023,"9,334.4114408"
Arctic Tumblers,Contribution Margin,$,January,2024,"6,400.498067"
Arctic Tumblers,Contribution Margin,$,January,2025,"7,080.824563"
Arctic Tumblers,D2C Net Revenue,$,January,2021,"78,487.424813"
Arctic Tumblers,D2C Net Revenue,$,January,2022,"40,109.639912"
Arctic Tumblers,D2C Net Revenue,$,January,2023,"61,154.8492535"
Arctic Tumblers,D2C Net Revenue,$,January,2024,"38,841.781072"
Arctic Tumblers,D2C Net Revenue,$,January,2025,"32,093.63444"
Arctic Tumblers,LTV,$,January,2021,
Arctic Tumblers,LTV,$,January,2022,
Arctic Tumblers,LTV,$,January,2023,55.095117598
Arctic Tumblers,LTV,$,January,2024,48.599062829
Arctic Tumblers,LTV,$,January,2025,56.543455311
Arctic Tumblers,Brand LTV,$,January,2021,
Arctic Tumblers,Brand LTV,$,January,2022,
Arctic Tumblers,Brand LTV,$,January,2023,"95,259.458326183"
Arctic Tumblers,Brand LTV,$,January,2024,"53,750.563489365"
Arctic Tumblers,Brand LTV,$,January,2025,"44,556.242785153"
Arctic Tumblers,CAC,$,January,2021,
Arctic Tumblers,CAC,$,January,2022,
Arctic Tumblers,CAC,$,January,2023,
Arctic Tumblers,CAC,$,January,2024,
Arctic Tumblers,CAC,$,January,2025,
Arctic Tumblers,D2C Gross AOV,$,January,2021,33.271983777
Arctic Tumblers,D2C Gross AOV,$,January,2022,33.032809546
Arctic Tumblers,D2C Gross AOV,$,January,2023,35.626184878
Arctic Tumblers,D2C Gross AOV,$,January,2024,35.019072194
Arctic Tumblers,D2C Gross AOV,$,January,2025,40.712694133
Arctic Tumblers,D2C Gross Margin,$,January,2021,"27,399.146963"
Arctic Tumblers,D2C Gross Margin,$,January,2022,"10,941.79384503"
Arctic Tumblers,D2C Gross Margin,$,January,2023,"16,693.7385418"
Arctic Tumblers,D2C Gross Margin,$,January,2024,"10,346.186246"
Arctic Tumblers,D2C Gross Margin,$,January,2025,"9,333.6301"
Arctic Tumblers,TCAC,$,January,2021,5.199339662
Arctic Tumblers,TCAC,$,January,2022,4.312505392
Arctic Tumblers,TCAC,$,January,2023,4.023688956
Arctic Tumblers,TCAC,$,January,2024,3.343803542
Arctic Tumblers,TCAC,$,January,2025,2.647245049
Corretto,Gross Revenue,$,January,2021,"28,163.608006"
Corretto,Gross Revenue,$,January,2022,"19,875.320241"
Corretto,Gross Revenue,$,January,2023,"5,584.605259"
Corretto,Gross Revenue,$,January,2024,"3,446.8119688"
Corretto,Gross Revenue,$,January,2025,"4,323.030487"
Corretto,Discount,$,January,2021,0
Corretto,Discount,$,January,2022,0
Corretto,Discount,$,January,2023,0
Corretto,Discount,$,January,2024,0
Corretto,Discount,$,January,2025,0
Corretto,Refund,$,January,2021,791.309261
Corretto,Refund,$,January,2022,480.181515
Corretto,Refund,$,January,2023,240.334442
Corretto,Refund,$,January,2024,47.489991
Corretto,Refund,$,January,2025,205.000983
Corretto,Shipping Revenue,$,January,2021,0
Corretto,Shipping Revenue,$,January,2022,0
Corretto,Shipping Revenue,$,January,2023,0
Corretto,Shipping Revenue,$,January,2024,0
Corretto,Shipping Revenue,$,January,2025,0
Corretto,Net Revenue,$,January,2021,"27,372.298745"
Corretto,Net Revenue,$,January,2022,"19,395.138726"
Corretto,Net Revenue,$,January,2023,"5,344.270817"
Corretto,Net Revenue,$,January,2024,"3,399.3219778"
Corretto,Net Revenue,$,January,2025,"4,118.029504"
Corretto,D2C Contribution Margin,$,January,2021,"11,448.62568411"
Corretto,D2C Contribution Margin,$,January,2022,"6,621.054617"
Corretto,D2C Contribution Margin,$,January,2023,677.968862
Corretto,D2C Contribution Margin,$,January,2024,777.7683662
Corretto,D2C Contribution Margin,$,January,2025,921.229016306
Corretto,D2C Net AOV,$,January,2021,18.671417971
Corretto,D2C Net AOV,$,January,2022,20.437448605
Corretto,D2C Net AOV,$,January,2023,21.040436287
Corretto,D2C Net AOV,$,January,2024,22.512066078
Corretto,D2C Net AOV,$,January,2025,22.021548150
Corretto,Landed Cost,$,January,2021,"6,237.645242"
Corretto,Landed Cost,$,January,2022,"4,681.433471"
Corretto,Landed Cost,$,January,2023,"1,613.961496"
Corretto,Landed Cost,$,January,2024,796.7876516
Corretto,Landed Cost,$,January,2025,896.62889
Corretto,Transaction Fees,$,January,2021,"4,124.70829464"
Corretto,Transaction Fees,$,January,2022,"2,972.526397"
Corretto,Transaction Fees,$,January,2023,816.112991
Corretto,Transaction Fees,$,January,2024,516.279916
Corretto,Transaction Fees,$,January,2025,654.767636944
Corretto,Fulfillment Fees,$,January,2021,"5,561.31952425"
Corretto,Fulfillment Fees,$,January,2022,"4,130.96771"
Corretto,Fulfillment Fees,$,January,2023,"1,517.026086"
Corretto,Fulfillment Fees,$,January,2024,902.763345
Corretto,Fulfillment Fees,$,January,2025,"1,104.40617675"
Corretto,Gross Margin,$,January,2021,"11,448.62568411"
Corretto,Gross Margin,$,January,2022,"7,610.211148"
Corretto,Gross Margin,$,January,2023,"1,397.170244"
Corretto,Gross Margin,$,January,2024,"1,183.4910652"
Corretto,Gross Margin,$,January,2025,"1,462.226800306"
Corretto,Adspend,$,January,2022,989.156531
Corretto,Adspend,$,January,2023,719.201382
Corretto,Adspend,$,January,2024,405.722699
Corretto,Adspend,$,January,2025,540.997784
Corretto,Contribution Margin,$,January,2021,"11,448.62568411"
Corretto,Contribution Margin,$,January,2022,"6,621.054617"
Corretto,Contribution Margin,$,January,2023,677.968862
Corretto,Contribution Margin,$,January,2024,777.7683662
Corretto,Contribution Margin,$,January,2025,921.229016306
Corretto,D2C Net Revenue,$,January,2021,"27,372.298745"
Corretto,D2C Net Revenue,$,January,2022,"19,395.138726"
Corretto,D2C Net Revenue,$,January,2023,"5,344.270817"
Corretto,D2C Net Revenue,$,January,2024,"3,399.3219778"
Corretto,D2C Net Revenue,$,January,2025,"4,118.029504"
Corretto,LTV,$,January,2021,
Corretto,LTV,$,January,2022,
Corretto,LTV,$,January,2023,25.858166621
Corretto,LTV,$,January,2024,34.732119583
Corretto,LTV,$,January,2025,28.567862909
Corretto,Brand LTV,$,January,2021,
Corretto,Brand LTV,$,January,2022,
Corretto,Brand LTV,$,January,2023,"6,464.541655215"
Corretto,Brand LTV,$,January,2024,"4,515.175545809"
Corretto,Brand LTV,$,January,2025,"4,970.808146233"
Corretto,CAC,$,January,2022,
Corretto,CAC,$,January,2023,
Corretto,CAC,$,January,2024,
Corretto,CAC,$,January,2025,
Corretto,D2C Gross AOV,$,January,2021,19.211192364
Corretto,D2C Gross AOV,$,January,2022,20.943435449
Corretto,D2C Gross AOV,$,January,2023,21.986634878
Corretto,D2C Gross AOV,$,January,2024,22.826569330
Corretto,D2C Gross AOV,$,January,2025,23.117810091
Corretto,D2C Gross Margin,$,January,2021,"11,448.62568411"
Corretto,D2C Gross Margin,$,January,2022,"7,610.211148"
Corretto,D2C Gross Margin,$,January,2023,"1,397.170244"
Corretto,D2C Gross Margin,$,January,2024,"1,183.4910652"
Corretto,D2C Gross Margin,$,January,2025,"1,462.226800306"
Corretto,TCAC,$,January,2021,0
Corretto,TCAC,$,January,2022,1.042314574
Corretto,TCAC,$,January,2023,2.831501504
Corretto,TCAC,$,January,2024,2.686905291
Corretto,TCAC,$,January,2025,2.893036278
Freakmount,Gross Revenue,$,January,2022,"12,566.74298"
Freakmount,Gross Revenue,$,January,2023,"22,308.0022"
Freakmount,Gross Revenue,$,January,2024,"23,831.287449"
Freakmount,Gross Revenue,$,January,2025,"20,278.65752"
Freakmount,Discount,$,January,2022,0
Freakmount,Discount,$,January,2023,0
Freakmount,Discount,$,January,2024,0
Freakmount,Discount,$,January,2025,29.686236
Freakmount,Refund,$,January,2022,488.072732
Freakmount,Refund,$,January,2023,"1,346.552228"
Freakmount,Refund,$,January,2024,981.347
Freakmount,Refund,$,January,2025,862.32716
Freakmount,Shipping Revenue,$,January,2022,0
Freakmount,Shipping Revenue,$,January,2023,0
Freakmount,Shipping Revenue,$,January,2024,0
Freakmount,Shipping Revenue,$,January,2025,0
Freakmount,Net Revenue,$,January,2022,"12,078.670248"
Freakmount,Net Revenue,$,January,2023,"20,961.449972"
Freakmount,Net Revenue,$,January,2024,"22,849.940449"
Freakmount,Net Revenue,$,January,2025,"19,386.644124"
Freakmount,D2C Contribution Margin,$,January,2021,0
Freakmount,D2C Contribution Margin,$,January,2022,"8,925.584196"
Freakmount,D2C Contribution Margin,$,January,2023,"7,157.392415"
Freakmount,D2C Contribution Margin,$,January,2024,"10,250.706318"
Freakmount,D2C Contribution Margin,$,January,2025,"9,419.099342"
Freakmount,D2C Net AOV,$,January,2022,75.022796571
Freakmount,D2C Net AOV,$,January,2023,63.327643420
Freakmount,D2C Net AOV,$,January,2024,66.424245491
Freakmount,D2C Net AOV,$,January,2025,67.785468965
Freakmount,Landed Cost,$,January,2022,93.419813
Freakmount,Landed Cost,$,January,2023,"3,652.706655"
Freakmount,Landed Cost,$,January,2024,"4,367.493968"
Freakmount,Landed Cost,$,January,2025,"3,385.336099"
Freakmount,Transaction Fees,$,January,2022,"1,811.523276"
Freakmount,Transaction Fees,$,January,2023,"3,189.344202"
Freakmount,Transaction Fees,$,January,2024,"3,472.147633"
Freakmount,Transaction Fees,$,January,2025,"3,027.720406"
Freakmount,Fulfillment Fees,$,January,2022,758.213776
Freakmount,Fulfillment Fees,$,January,2023,"1,766.604257"
Freakmount,Fulfillment Fees,$,January,2024,"2,058.079616"
Freakmount,Fulfillment Fees,$,January,2025,"1,600.319552"
Freakmount,Gross Margin,$,January,2022,"9,415.513383"
Freakmount,Gross Margin,$,January,2023,"12,352.794858"
Freakmount,Gross Margin,$,January,2024,"12,952.219232"
Freakmount,Gross Margin,$,January,2025,"11,373.268067"
Freakmount,Adspend,$,January,2021,0
Freakmount,Adspend,$,January,2022,489.929187
Freakmount,Adspend,$,January,2023,"5,195.402443"
Freakmount,Adspend,$,January,2024,"2,701.512914"
Freakmount,Adspend,$,January,2025,"1,954.168725"
Freakmount,Contribution Margin,$,January,2021,0
Freakmount,Contribution Margin,$,January,2022,"8,925.584196"
Freakmount,Contribution Margin,$,January,2023,"7,157.392415"
Freakmount,Contribution Margin,$,January,2024,"10,250.706318"
Freakmount,Contribution Margin,$,January,2025,"9,419.099342"
Freakmount,D2C Net Revenue,$,January,2022,"12,078.670248"
Freakmount,D2C Net Revenue,$,January,2023,"20,961.449972"
Freakmount,D2C Net Revenue,$,January,2024,"22,849.940449"
Freakmount,D2C Net Revenue,$,January,2025,"19,386.644124"
Freakmount,LTV,$,January,2022,
Freakmount,LTV,$,January,2023,111.596391952
Freakmount,LTV,$,January,2024,128.240612217
Freakmount,LTV,$,January,2025,85.380042966
